TransactionID,CustomerID,ItemID,Quantity,TransactionType,RatePerGram,TotalAmount,TransactionDate,StaffID,BranchID
3690,437,62,5,Sell,55.294091125165465,9798.11,2024-07-15,23,3
3691,634,22,1,Sell,55.49871971930801,1654.97,2024-04-20,46,1
3692,733,90,1,Buy,60.27140053601576,2010.05,2024-06-02,39,2
3693,348,21,4,Sell,50.065901818399,5373.07,2024-09-20,28,2
3694,236,71,1,Buy,58.00356698885148,147.33,2024-10-21,4,3
3695,189,66,3,Buy,67.44324841328012,4910.54,2024-12-26,10,1
3696,979,100,5,Buy,56.988611515401104,12557.44,2024-10-31,27,4
3697,907,29,2,Buy,68.62291740980278,6970.72,2025-01-22,43,1
3698,505,69,4,Buy,51.40671175820046,12557.63,2024-10-12,25,3
3699,567,32,4,Sell,64.21098126566201,20907.1,2024-04-30,15,4
3700,538,34,1,Sell,65.75002384787715,2509.02,2024-05-17,38,4
3701,26,55,2,Buy,54.675454428023635,8728.39,2024-11-12,29,4
3702,230,25,1,Sell,60.27527578510665,1186.82,2025-02-16,27,1
3703,736,1,1,Sell,52.2602026228693,4599.94,2024-05-11,11,4
3704,485,37,2,Buy,55.21980393044715,3934.96,2025-02-23,26,3
3705,399,30,3,Sell,53.44280107390625,6650.42,2024-08-24,45,3
3706,630,38,3,Sell,54.77523584104495,6867.17,2025-01-06,31,1
3707,809,45,1,Sell,66.52978398280338,5392.24,2024-06-20,31,3
3708,760,15,4,Buy,50.00675850809307,13397.81,2024-07-15,15,3
3709,243,49,3,Sell,65.89362910204143,4372.7,2024-05-19,29,4
3710,479,87,3,Buy,62.55740029720532,2415.34,2024-06-06,26,3
3711,258,43,2,Buy,69.32144632107509,7206.66,2024-08-04,33,1
3712,73,31,2,Buy,61.46659104276332,6629.79,2024-08-08,50,3
3713,361,3,2,Buy,57.6178342970422,3531.97,2024-07-25,34,4
3714,494,1,3,Buy,69.58398576233338,18374.35,2024-06-14,36,5
3715,656,76,2,Sell,61.54602886223107,3133.92,2024-05-03,21,5
3716,241,67,5,Sell,60.651829411757504,7927.19,2024-06-30,44,4
3717,474,50,5,Sell,62.797951010020086,30742.74,2025-02-18,16,3
3718,632,5,1,Buy,55.32099748531931,4763.69,2024-07-10,38,4
3719,901,93,4,Buy,67.43878281582013,17658.17,2025-03-03,17,5
3720,162,41,5,Buy,59.40774467246378,3410.0,2025-02-02,39,1
3721,276,34,1,Buy,68.72086885212371,2622.39,2024-04-02,25,2
3722,175,56,5,Sell,65.65035177542822,26017.23,2024-09-02,4,3
3723,564,30,1,Sell,60.273622355282946,2500.15,2024-04-03,33,5
3724,945,42,4,Buy,67.12374544725515,1935.85,2024-09-14,27,3
3725,879,20,3,Buy,57.276476568956824,14588.32,2024-05-14,46,1
3726,366,91,2,Sell,57.953107770321765,11380.83,2025-01-09,39,5
3727,933,46,1,Sell,53.32401759245353,3590.31,2024-09-27,12,3
3728,8,34,3,Sell,61.15784703765566,7001.35,2024-09-02,3,2
3729,774,25,3,Sell,62.15255183466663,3671.35,2024-06-24,11,2
3730,478,14,4,Buy,50.24883475419541,17753.92,2024-05-08,24,4
3731,82,80,1,Sell,62.46680234884296,3925.41,2024-10-16,44,4
3732,403,66,2,Buy,66.61945131434922,3233.71,2024-09-27,15,3
3733,197,5,5,Sell,69.36429621085325,29864.8,2024-06-05,29,5
3734,621,42,2,Buy,65.62318973545348,946.29,2024-09-04,23,3
3735,823,99,4,Sell,67.67408211314668,19300.65,2025-02-01,37,4
3736,164,64,1,Sell,68.61686387524593,5441.32,2024-10-02,29,3
3737,484,56,5,Buy,59.88946581501511,23734.2,2024-06-06,50,3
3738,493,73,1,Sell,60.61693994227598,4220.15,2025-02-26,50,2
3739,937,75,1,Sell,54.828601061392476,2697.02,2024-12-03,22,3
3740,24,89,5,Buy,63.32361957931304,2184.66,2024-11-30,40,4
3741,28,56,4,Buy,66.77532538256018,21170.45,2024-07-29,8,1
3742,53,70,2,Sell,69.04638294558006,11442.37,2025-03-10,21,5
3743,537,25,2,Buy,56.216418181331804,2213.8,2024-08-10,49,1
3744,118,1,3,Buy,62.25857353346092,16440.0,2024-06-03,18,3
3745,521,19,1,Buy,61.01519766136948,2260.0,2024-10-07,49,4
3746,855,82,5,Buy,54.356040904049586,13849.92,2024-07-12,23,1
3747,276,5,5,Sell,69.59748746890335,29965.2,2025-01-30,46,2
3748,309,14,2,Buy,51.07907493688092,9023.63,2024-11-07,16,5
3749,695,44,5,Buy,59.19974310333042,25873.25,2025-03-27,7,2
3750,927,79,1,Buy,59.7122148960328,1603.87,2024-12-30,35,2
3751,398,100,4,Buy,61.423148954727964,10827.67,2024-09-01,33,2
3752,347,92,1,Sell,63.14026251426413,3851.56,2024-08-09,39,4
3753,229,60,5,Sell,57.387785318130526,6332.74,2024-09-17,3,5
3754,520,33,2,Buy,62.22477779160625,359.66,2024-12-07,34,2
3755,126,19,3,Buy,63.13733541036491,7015.82,2024-05-07,35,3
3756,542,11,2,Sell,68.12781669342274,974.23,2025-03-31,13,1
3757,790,27,5,Buy,67.04143263206252,18570.48,2024-06-28,2,4
3758,544,69,1,Buy,66.93257376456772,4087.57,2024-12-23,49,5
3759,205,8,4,Sell,64.36964588869085,7847.95,2024-04-18,33,5
3760,792,67,2,Sell,65.7132149172036,3435.49,2025-03-10,16,3
3761,174,10,5,Sell,68.84383068475168,19217.76,2024-07-01,46,5
3762,698,78,5,Buy,55.036954346672,22182.64,2024-11-18,49,3
3763,25,31,4,Buy,51.86843116084719,11189.06,2024-11-03,3,4
3764,92,27,3,Sell,63.09640677805633,10486.62,2024-12-06,3,2
3765,325,52,3,Sell,53.614053338305474,3276.35,2024-07-04,3,1
3766,49,31,5,Sell,65.58505356221681,17685.01,2025-03-07,33,2
3767,718,14,3,Buy,65.32176141965783,17309.61,2024-04-04,43,2
3768,42,47,4,Buy,63.55493294889641,9266.31,2024-04-28,36,3
3769,398,16,4,Sell,59.2663585793893,16928.84,2024-04-10,10,5
3770,68,29,1,Sell,62.87587719156532,3193.47,2025-02-26,3,1
3771,307,51,4,Buy,67.70667609999822,15902.94,2024-04-16,18,4
3772,553,91,2,Sell,63.4618475783323,12462.64,2024-10-13,39,1
3773,270,51,3,Buy,68.9721948378523,12150.14,2025-03-27,14,1
3774,473,56,2,Buy,55.95686813262903,8870.28,2025-01-24,31,1
3775,669,63,1,Buy,61.204720724227066,5712.24,2024-10-05,40,3
3776,115,84,4,Sell,66.69579326664102,4700.72,2025-01-22,2,3
3777,831,20,3,Sell,64.7935735052255,16502.92,2024-08-10,28,4
3778,530,9,2,Sell,57.80868607937363,6756.68,2024-07-10,12,3
3779,510,58,5,Sell,66.78337931924798,29324.58,2024-06-21,30,3
3780,188,43,3,Sell,60.733981534502334,9470.86,2024-12-27,20,5
3781,397,80,2,Sell,60.0830890163238,7551.24,2024-11-20,26,3
3782,398,45,5,Sell,64.46287525425859,26123.58,2024-07-08,28,5
3783,673,10,2,Buy,67.96043638963235,7588.46,2025-01-29,8,5
3784,188,63,2,Buy,56.117384293192444,10474.87,2025-01-06,31,3
3785,465,33,5,Buy,66.57610496011881,962.02,2024-10-11,13,3
3786,198,42,1,Buy,63.551722051410934,458.21,2024-08-05,30,1
3787,852,76,5,Buy,51.33601962603937,6535.08,2025-02-07,13,5
3788,979,21,1,Sell,67.99130528478703,1824.21,2024-06-02,27,3
3789,818,37,1,Buy,64.81664401826788,2309.42,2025-02-04,25,3
3790,512,77,1,Buy,51.38444512953524,3067.65,2024-05-19,24,3
3791,270,22,2,Buy,65.01147809110616,3877.28,2024-06-24,42,5
3792,530,53,1,Buy,53.03848344962663,3518.57,2024-04-29,1,4
3793,877,40,5,Buy,62.24511392743203,17531.34,2025-01-09,35,5
3794,418,78,1,Buy,58.826012039228424,4741.96,2024-09-06,47,2
3795,548,92,3,Sell,68.4875518531883,12533.22,2025-01-28,20,3
3796,745,68,3,Buy,54.8398386640725,8862.67,2024-08-06,15,1
3797,403,46,1,Buy,56.12454705594891,3778.87,2025-01-21,18,5
3798,605,95,3,Sell,54.700950729735276,5623.8,2024-12-11,3,4
3799,467,81,2,Buy,68.47885531406007,558.79,2024-12-26,29,1
3800,55,10,2,Sell,56.53546108422371,6312.75,2025-03-18,36,3
3801,66,27,5,Buy,54.733998826097746,15161.32,2025-01-30,37,4
3802,839,74,3,Buy,61.885918521297285,5270.82,2024-04-01,4,3
3803,956,33,4,Buy,54.20217709718485,626.58,2025-02-05,35,3
3804,233,86,3,Sell,65.88462267089025,3897.73,2024-11-04,26,3
3805,11,20,1,Buy,53.53032204472916,4544.72,2024-11-03,14,1
3806,670,51,5,Sell,50.06790673250882,14699.94,2025-02-01,21,3
3807,625,14,2,Sell,65.82511589825978,11628.66,2024-12-02,26,4
3808,137,37,3,Buy,56.180749755467694,6005.16,2024-09-26,24,5
3809,398,18,2,Sell,56.885352419473186,5242.55,2025-03-04,13,4
3810,574,57,5,Sell,60.4747683781003,10685.89,2024-08-11,20,3
3811,471,20,4,Sell,64.89393552488289,22037.98,2024-10-22,20,3
3812,955,83,2,Sell,64.17110529913468,8310.16,2024-10-08,21,3
3813,470,90,3,Buy,69.00527276869862,6903.98,2024-04-18,50,2
3814,849,21,4,Buy,53.57637298147339,5749.82,2024-11-06,6,5
3815,396,96,2,Buy,51.390058287071064,4375.35,2024-10-29,45,4
3816,639,87,5,Sell,64.77338451261018,4168.17,2024-06-29,37,3
3817,663,65,2,Buy,60.79653174032593,6507.66,2025-03-13,35,5
3818,316,37,1,Buy,64.09255739630763,2283.62,2025-01-04,20,1
3819,712,79,1,Sell,51.16291450877846,1374.24,2025-01-19,3,1
3820,807,54,5,Buy,56.32528724415284,25039.41,2025-03-05,24,2
3821,496,35,5,Sell,61.10229928021197,7695.83,2024-09-20,20,5
3822,494,2,3,Sell,54.689899810672514,10192.01,2024-10-13,4,4
3823,748,73,1,Buy,63.43292725218679,4416.2,2025-03-29,47,1
3824,799,3,3,Buy,62.796035482163106,5774.1,2025-01-22,11,4
3825,625,76,3,Buy,52.558599893357126,4014.43,2024-05-01,26,2
3826,854,91,3,Buy,58.76968695325697,17311.79,2025-03-23,48,4
3827,671,87,3,Sell,65.8769238047427,2543.51,2024-06-20,10,5
3828,649,99,4,Sell,58.862425936927494,16787.56,2024-06-11,48,1
3829,200,78,2,Buy,54.14067915266401,8728.56,2024-11-18,46,3
3830,538,99,5,Buy,60.54657309064608,21584.85,2024-07-23,41,4
3831,893,89,3,Sell,54.98495860837879,1138.19,2024-08-02,20,2
3832,878,40,5,Buy,68.87938275346869,19399.88,2024-07-26,3,3
3833,140,69,2,Sell,58.02920114711393,7087.69,2025-01-16,37,4
3834,785,17,5,Buy,69.08012327615698,1505.95,2024-12-13,46,4
3835,54,26,4,Sell,58.678834606501525,19422.69,2024-08-11,28,2
3836,828,10,1,Buy,59.11578239826525,3300.43,2024-07-07,47,4
3837,319,38,4,Sell,60.87092346634843,10175.18,2024-11-07,47,1
3838,61,81,2,Sell,62.39749524490638,509.16,2024-06-18,44,3
3839,837,14,4,Buy,58.087043001307265,20523.31,2024-09-22,40,3
3840,500,48,1,Buy,51.963158265309254,4018.83,2024-12-21,14,2
3841,179,75,2,Sell,54.97112408634891,5408.06,2024-06-24,34,2
3842,179,97,5,Buy,58.12758223184725,9710.21,2024-07-20,19,4
3843,353,69,3,Buy,65.92464561937634,12078.05,2025-03-27,28,5
3844,73,45,5,Sell,57.00171923053119,23099.95,2024-05-06,43,1
3845,506,29,4,Sell,62.981761626056915,12795.37,2025-03-07,22,2
3846,897,64,5,Buy,50.71211309034089,20107.35,2024-10-27,38,4
3847,822,33,5,Buy,52.70063211072197,761.52,2024-08-20,34,3
3848,718,23,4,Sell,68.05170836619745,13890.71,2025-03-20,27,1
3849,20,81,3,Sell,51.11712600683728,625.67,2025-03-26,23,3
3850,129,44,1,Sell,67.62877422848851,5911.43,2024-05-14,21,5
3851,440,10,1,Buy,65.74994346957145,3670.82,2024-12-23,48,4
3852,257,44,5,Sell,60.06539172405485,26251.58,2025-03-14,16,1
3853,667,74,5,Sell,62.18969943488864,8827.83,2024-12-19,27,2
3854,808,71,1,Buy,58.670367769002915,149.02,2024-12-02,33,2
3855,337,64,2,Sell,61.961358414422854,9827.07,2024-04-23,22,4
3856,109,88,3,Sell,64.05770811994378,1879.45,2025-03-06,15,2
3857,886,81,5,Sell,56.883984067882714,1160.43,2024-11-25,13,4
3858,386,14,5,Buy,51.21088084324552,22617.29,2024-07-11,8,3
3859,552,39,3,Buy,64.13427218186382,6356.99,2024-12-19,26,4
3860,804,5,3,Buy,50.292607003274945,12992.09,2024-08-03,27,4
3861,735,47,3,Sell,62.93655363930107,6882.11,2024-08-31,30,3
3862,369,79,3,Sell,52.79180634992378,4253.96,2025-03-29,29,2
3863,68,73,1,Sell,55.59375968003283,3870.44,2024-06-26,28,5
3864,825,16,2,Sell,55.03709231306878,7860.4,2024-05-31,15,4
3865,24,74,3,Buy,62.1681794410169,5294.86,2024-08-26,1,5
3866,289,55,3,Buy,53.949564867946066,12918.76,2024-10-17,22,3
3867,945,80,3,Buy,69.45150582055281,13093.0,2024-05-30,41,5
3868,140,29,5,Sell,54.80837221375849,13918.59,2024-09-16,23,3
3869,586,73,2,Buy,53.64299488348323,7469.25,2024-12-14,8,4
3870,37,12,3,Buy,59.96683376338309,17434.16,2024-09-09,5,2
3871,731,44,4,Buy,68.68978488599689,24016.7,2025-02-06,39,3
3872,144,84,1,Sell,65.24943069919934,1149.69,2024-07-20,50,3
3873,898,48,1,Sell,63.480492596616116,4909.58,2024-08-31,36,1
3874,861,12,4,Buy,52.785135505795054,20461.63,2024-07-17,43,5
3875,146,56,4,Buy,55.83189700827339,17700.94,2024-10-10,44,5
3876,645,40,1,Sell,62.25306659887844,3506.72,2024-09-06,24,3
3877,455,20,4,Sell,57.76995682643924,19618.68,2024-10-05,27,2
3878,606,51,2,Buy,57.03325898338173,6697.99,2024-04-27,8,3
3879,85,8,2,Buy,63.839980206934555,3891.69,2024-04-23,33,3
3880,343,75,2,Buy,52.20557800523806,5135.98,2024-04-23,44,3
3881,778,50,3,Buy,55.21673529053645,16218.81,2024-11-04,20,2
3882,181,42,1,Sell,59.49653796173529,428.97,2024-08-27,21,3
3883,345,99,3,Buy,50.104647502433245,10717.38,2024-08-08,35,2
3884,33,82,3,Sell,64.65919429853655,9885.1,2024-04-30,4,2
3885,25,48,4,Buy,68.20530616949004,21099.99,2024-08-28,31,1
3886,810,72,5,Sell,64.2926145730208,2282.39,2024-12-13,48,5
3887,792,5,2,Buy,67.53381740008959,11630.67,2024-06-28,31,1
3888,625,96,3,Sell,57.691387634934415,7367.77,2024-12-29,11,5
3889,109,86,5,Sell,58.99061594067575,5816.47,2024-04-13,9,1
3890,611,48,2,Buy,53.21559439178702,8231.39,2024-06-02,37,1
3891,554,45,3,Sell,61.972384792001456,15068.59,2024-04-16,4,5
3892,334,36,3,Buy,63.12406960603487,9728.05,2024-11-19,47,2
3893,427,66,2,Buy,55.10528733600336,2674.81,2025-01-31,9,5
3894,431,75,4,Buy,67.48466854097275,13278.28,2024-05-07,13,4
3895,166,95,4,Sell,65.18052550530996,8934.95,2024-07-11,7,3
3896,500,88,2,Sell,57.94612649065418,1133.43,2024-08-15,8,5
3897,733,26,1,Sell,54.546708535697036,4513.74,2024-08-11,14,1
3898,779,76,4,Buy,50.539891780489754,5146.98,2024-06-24,8,1
3899,745,41,5,Sell,52.65483578717546,3022.39,2024-07-03,45,1
3900,394,78,5,Sell,65.66141747295234,26464.83,2024-12-07,7,2
3901,742,16,4,Buy,54.114630633101456,15457.3,2024-08-16,34,5
3902,988,5,5,Buy,67.9932627668735,29274.5,2024-05-02,1,4
3903,426,43,2,Buy,57.23248692893344,5949.89,2024-10-12,33,2
3904,581,52,2,Sell,50.69850262838111,2065.46,2024-08-03,22,3
3905,673,9,2,Buy,68.33938899849508,7987.51,2024-09-05,50,2
3906,941,71,5,Sell,60.79137330412532,772.05,2025-02-25,12,5
3907,157,69,2,Sell,62.044043039834065,7578.06,2024-11-06,27,3
3908,903,29,2,Buy,58.572855315543244,5949.83,2024-11-12,25,4
3909,224,23,1,Buy,57.671856521979876,2942.99,2024-12-13,18,4
3910,746,43,5,Sell,68.27092899811805,17743.61,2025-03-28,22,5
3911,317,72,4,Buy,69.72714098113603,1980.25,2024-04-24,28,2
3912,403,11,5,Buy,66.80176673548146,2388.16,2024-05-12,29,4
3913,934,2,4,Sell,62.66318576254167,15570.55,2024-06-29,40,3
3914,737,20,3,Buy,53.474228791449285,13619.89,2025-02-24,24,2
3915,2,99,4,Sell,59.320537374941146,16918.22,2025-03-06,28,1
3916,50,79,1,Sell,64.63374785878814,1736.06,2024-07-21,35,1
3917,555,35,1,Buy,60.69767191979679,1528.97,2025-01-13,11,1
3918,945,76,2,Buy,62.036630817159505,3158.91,2024-04-29,48,5
3919,865,60,4,Buy,51.01356431467743,4503.48,2024-12-08,33,2
3920,452,76,4,Buy,68.12871579134203,6938.23,2024-09-06,38,2
3921,728,28,3,Buy,68.21720756172311,685.58,2025-02-08,8,1
3922,223,76,3,Sell,51.91390500605474,3965.18,2024-09-28,38,3
3923,179,87,3,Sell,54.27171693933004,2095.43,2025-02-08,22,1
3924,693,93,3,Sell,51.83932832165285,10180.21,2024-08-07,5,3
3925,968,79,4,Buy,67.18231257584397,7218.07,2024-12-06,32,4
3926,644,71,2,Sell,63.94585461612528,324.84,2025-03-15,18,4
3927,486,64,3,Sell,63.916293708976426,15205.69,2024-12-01,1,3
3928,848,81,1,Sell,60.122021984599066,245.3,2025-03-03,39,1
3929,761,75,1,Sell,64.92112631924626,3193.47,2025-03-07,40,2
3930,999,99,1,Sell,62.80685417292288,4478.13,2024-06-19,19,3
3931,392,98,4,Sell,54.47123839100498,5651.94,2025-01-17,7,2
3932,128,48,2,Sell,63.715928228616136,9855.58,2024-10-13,1,3
3933,88,18,3,Buy,52.78111431011107,7296.46,2025-01-15,42,3
3934,735,33,3,Buy,58.913122682550735,510.78,2024-12-25,19,1
3935,725,3,2,Sell,68.6497418504284,4208.23,2024-06-21,25,1
3936,73,57,2,Sell,66.75464961988789,4718.22,2024-11-14,9,3
3937,900,58,2,Buy,68.32582921630504,12000.75,2025-03-21,24,4
3938,942,31,2,Sell,50.201627547350576,5414.75,2024-11-05,36,5
3939,140,47,2,Sell,64.18410878884382,4679.02,2024-05-18,29,2
3940,354,2,1,Sell,54.02225404032487,3355.86,2025-01-27,10,5
3941,678,97,3,Buy,65.44928658565051,6559.98,2025-03-14,41,1
3942,888,61,2,Sell,59.27683427495761,2596.33,2024-06-17,26,4
3943,959,58,3,Buy,56.41762153412066,14863.79,2024-06-14,12,2
3944,892,19,1,Sell,50.91392860713783,1885.85,2024-06-23,16,2
3945,679,44,3,Sell,63.83817619558189,16740.28,2024-11-02,8,2
3946,373,25,1,Buy,58.833512559753416,1158.43,2024-08-19,45,5
3947,167,59,2,Buy,63.45713180961991,11582.2,2024-06-17,45,4
3948,957,52,1,Sell,56.947449328725604,1160.02,2024-08-24,21,1
3949,316,81,3,Sell,63.38851713614064,775.88,2024-07-24,27,3
3950,817,94,1,Buy,55.82887177334841,5557.21,2024-08-22,29,1
3951,705,41,1,Sell,58.81762087081157,675.23,2024-11-20,33,5
3952,316,25,5,Sell,56.06228017848312,5519.33,2024-10-13,17,4
3953,131,17,4,Buy,54.76497741193824,955.1,2024-09-22,9,4
3954,530,23,2,Buy,58.20090575819483,5939.98,2024-11-16,15,2
3955,504,65,1,Sell,55.06530490580449,2947.1,2024-07-29,2,5
3956,599,20,3,Buy,62.896518638732246,16019.74,2024-05-07,4,3
3957,532,62,2,Sell,68.4446044153957,4851.35,2024-08-25,43,5
3958,213,7,4,Sell,61.57456480123615,10514.47,2024-04-26,31,4
3959,889,56,1,Buy,50.66060749632579,4015.36,2025-03-02,50,5
3960,601,18,1,Buy,64.22502408495487,2959.49,2025-01-29,40,4
3961,526,86,1,Buy,64.58868639386304,1273.69,2024-09-03,46,4
3962,703,71,5,Buy,54.2559340462864,689.05,2024-06-27,34,2
3963,89,20,3,Sell,55.61523750597827,14165.2,2024-05-30,48,5
3964,516,82,3,Sell,62.5149694954527,9557.29,2024-11-12,27,3
3965,990,73,5,Buy,66.54347912998782,23163.79,2025-02-25,10,4
3966,502,48,2,Buy,59.384134052952376,9185.54,2024-11-05,1,1
3967,570,4,5,Buy,66.35386326338212,20795.3,2024-09-25,9,1
3968,16,93,2,Sell,51.06585644334281,6685.54,2024-12-19,30,4
3969,868,30,4,Sell,51.566371072037946,8555.89,2025-03-08,9,2
3970,886,8,1,Sell,60.245909508131035,1836.3,2024-12-04,37,1
3971,437,72,5,Sell,63.315132131303734,2247.69,2024-08-03,2,3
3972,100,53,1,Buy,53.77735100701406,3567.59,2024-10-14,8,5
3973,232,66,1,Sell,60.54742683648707,1469.49,2024-06-06,37,5
3974,507,63,3,Sell,64.84142856697892,18154.95,2024-12-24,15,3
3975,228,13,1,Buy,52.77025147525036,1418.46,2024-05-17,4,1
3976,435,99,5,Sell,53.163210301460644,18952.68,2024-08-31,32,2
3977,930,65,3,Buy,57.63420890064186,9253.75,2024-09-22,50,4
3978,726,26,3,Buy,58.39922282165236,14497.61,2025-01-22,11,4
3979,534,32,5,Sell,54.2158407864149,22065.85,2025-03-06,13,1
3980,988,15,1,Buy,67.39251087427809,4513.95,2025-01-22,18,5
3981,87,30,4,Sell,50.55846878088885,8388.66,2024-11-23,15,2
3982,534,86,3,Buy,54.74525767901123,3238.73,2024-12-06,30,2
3983,625,10,4,Sell,54.23598024060231,12111.98,2024-12-05,33,4
3984,622,65,4,Buy,65.09025894241151,13934.52,2024-04-23,12,3
3985,512,20,2,Buy,52.53544892917269,8920.52,2024-09-18,8,3
3986,476,25,5,Sell,51.587599359158055,5078.8,2024-04-23,46,1
3987,600,63,2,Sell,58.55478384824956,10929.84,2024-06-09,7,2
3988,370,87,4,Sell,58.59487691268224,3016.46,2024-08-11,17,3
3989,288,54,5,Sell,57.183617249109744,25420.98,2024-12-01,17,1
3990,588,19,5,Buy,57.05342388000555,10566.29,2024-09-02,24,4
3991,599,75,4,Buy,56.345946831588165,11086.63,2024-12-19,15,4
3992,783,27,4,Sell,52.02357309940453,11528.42,2024-06-07,7,3
3993,659,3,2,Buy,69.44796511182592,4257.16,2024-10-29,13,2
3994,425,7,4,Sell,62.64196931402434,10696.74,2024-04-07,13,4
3995,830,66,4,Sell,63.22749976608444,6138.13,2025-01-12,32,3
3996,870,99,1,Buy,58.99046372528261,4206.02,2024-07-31,29,3
3997,813,4,1,Buy,56.53915803130643,3543.87,2024-08-11,48,4
3998,78,17,1,Buy,68.85532878538064,300.21,2024-09-25,12,3
3999,224,35,4,Buy,59.53581472933239,5998.83,2025-02-21,22,4
4000,739,77,2,Sell,59.03891931881815,7049.25,2024-10-08,29,4
4001,550,18,5,Buy,60.218705415508055,13874.39,2024-12-28,7,1
4002,197,17,5,Sell,63.24725229664474,1378.79,2024-10-07,36,2
4003,549,87,3,Sell,60.48241560655934,2335.23,2024-06-25,34,5
4004,68,17,3,Sell,66.7088808396985,872.55,2025-02-01,17,2
4005,896,51,2,Sell,51.42626892753736,6039.5,2024-09-19,12,2
4006,757,27,5,Buy,52.299072137066375,14486.84,2024-06-14,24,2
4007,556,10,3,Buy,56.441855093766996,9453.45,2025-03-08,18,2
4008,202,22,4,Buy,68.48999304843497,8169.49,2024-09-03,3,3
4009,19,8,1,Sell,60.41259002118534,1841.38,2024-05-15,14,1
4010,669,48,2,Buy,65.24000856138132,10091.32,2025-03-20,12,1
4011,367,74,3,Sell,61.77112853477166,5261.05,2025-03-31,16,4
4012,223,70,2,Buy,58.76234846685159,9738.1,2024-11-03,37,1
4013,996,94,3,Sell,67.70565514571209,20218.26,2024-10-05,34,5
4014,633,65,4,Buy,58.39454493233007,12501.1,2024-08-05,43,4
4015,561,85,4,Buy,67.52979914372162,15934.33,2024-10-08,40,3
4016,867,42,1,Buy,58.40229806553621,421.08,2024-07-05,1,2
4017,561,3,5,Buy,58.31504732415567,8936.78,2025-03-11,47,3
4018,829,88,1,Sell,57.79933325934248,565.28,2024-08-10,46,4
4019,814,43,5,Buy,56.73429315829654,14745.24,2024-06-14,26,1
4020,145,86,3,Buy,59.9653099334848,3547.55,2025-02-09,5,1
4021,507,59,1,Sell,61.496293688232306,5612.15,2024-09-11,19,4
4022,148,63,5,Buy,55.12451355266151,25723.85,2024-10-01,45,5
4023,796,58,5,Sell,69.56278673777462,30545.02,2025-02-03,11,4
4024,183,66,4,Sell,56.27949074306481,5463.61,2024-09-20,37,2
4025,614,45,3,Sell,66.2892278879084,16118.23,2024-09-16,41,3
4026,59,1,5,Buy,66.9373647651451,29459.13,2024-04-09,41,1
4027,990,82,3,Sell,57.901500312594344,8851.98,2025-03-23,5,2
4028,231,94,3,Sell,57.90862481816082,17292.67,2024-12-04,4,3
4029,551,38,1,Sell,65.4654305464814,2735.8,2024-10-31,21,4
4030,135,90,5,Sell,51.340082164243285,8560.96,2025-03-12,3,5
4031,758,35,5,Sell,62.730177049077945,7900.87,2024-07-30,14,4
4032,55,77,3,Sell,58.33434777289166,10447.68,2025-01-09,29,4
4033,712,76,2,Buy,68.20748201708116,3473.12,2024-06-10,44,3
4034,309,38,4,Buy,52.575441501473236,8788.51,2024-04-09,33,1
4035,611,32,3,Sell,67.762591763426,16547.62,2025-02-11,38,5
4036,873,86,1,Sell,69.70081566291718,1374.5,2025-02-19,24,2
4037,351,5,2,Sell,68.959393262081,11876.19,2024-07-17,21,5
4038,289,53,5,Buy,55.22344783534804,18317.62,2024-09-21,30,4
4039,92,53,5,Buy,64.52939455526256,21404.4,2024-10-09,9,2
4040,988,63,4,Sell,54.387471270378214,20303.93,2024-07-16,23,4
4041,763,52,4,Buy,66.95745045345149,5455.69,2024-05-08,4,3
4042,216,82,3,Buy,67.7460022499693,10357.01,2024-04-25,4,5
4043,814,28,1,Sell,59.60720697947458,199.68,2025-02-24,22,5
4044,634,2,4,Buy,55.59185884154166,13813.47,2024-09-26,28,2
4045,428,89,3,Sell,59.30245810155533,1227.56,2024-12-12,41,2
4046,772,15,4,Sell,60.8887998270592,16313.33,2025-03-29,33,1
4047,5,63,2,Buy,59.8564939638542,11172.81,2024-06-30,36,2
4048,560,19,4,Buy,65.03341888205608,9635.35,2025-01-05,2,2
4049,331,53,2,Sell,55.9302402763938,7420.82,2024-09-19,3,2
4050,181,60,5,Sell,62.47152124269919,6893.73,2024-04-13,12,3
4051,713,17,3,Sell,63.00601730642609,824.12,2024-10-18,13,1
4052,986,4,3,Sell,55.57958631686643,10451.19,2024-04-27,16,4
4053,211,37,3,Sell,68.4648346323319,7318.21,2024-07-22,47,4
4054,869,91,3,Buy,65.76615424126426,19372.74,2024-10-08,44,2
4055,556,98,5,Sell,51.81161855014115,6719.97,2025-01-02,29,3
4056,988,71,3,Buy,68.19669540156872,519.66,2024-11-21,43,2
4057,932,23,5,Buy,69.48433718301439,17728.93,2025-01-07,36,3
4058,743,77,2,Buy,50.035311569858045,5974.22,2024-06-09,27,5
4059,775,45,4,Sell,53.89619225599114,17473.15,2024-10-11,46,1
4060,608,3,5,Buy,63.94235816377194,9799.17,2024-06-05,33,5
4061,368,50,4,Sell,53.02992930956918,20768.64,2024-04-02,49,5
4062,115,15,5,Sell,68.64620844692782,22989.62,2025-02-21,19,1
4063,949,95,4,Sell,54.04781408190939,7408.87,2024-10-24,14,3
4064,883,10,3,Buy,63.27272470096161,10597.55,2024-07-20,15,5
4065,65,46,2,Sell,69.52914267905913,9362.79,2024-06-18,6,4
4066,455,90,5,Sell,67.91357684962664,11324.59,2024-12-11,23,4
