BuybackID,CustomerID,ItemID,WeightGram,BuybackRate,AmountPaid,Date,BranchID
504,186,97,38.54,53.76,2071.91,2024-12-13,2
505,390,17,33.27,53.23,1770.96,2024-08-23,4
506,297,81,44.38,46.91,2081.87,2025-02-17,1
507,783,36,2.74,42.4,116.18,2024-11-03,1
508,289,56,38.82,61.95,2404.9,2024-07-09,1
509,488,16,7.3,60.09,438.66,2025-01-16,5
510,504,75,24.98,37.54,937.75,2024-08-13,3
511,566,86,43.7,55.15,2410.06,2024-11-05,5
512,54,51,39.01,42.84,1671.19,2025-02-01,5
513,189,97,29.47,47.24,1392.16,2025-03-05,2
514,765,88,34.99,54.31,1900.31,2024-09-28,3
515,99,84,9.11,46.28,421.61,2024-11-14,3
516,620,69,17.51,41.4,724.91,2024-10-27,5
517,670,24,43.71,54.37,2376.51,2024-10-04,5
518,845,78,24.86,48.01,1193.53,2024-08-16,4
519,614,62,30.65,39.05,1196.88,2024-08-04,1
520,815,41,29.85,46.25,1380.56,2025-01-31,1
521,808,76,23.53,58.4,1374.15,2025-02-12,3
522,785,68,12.59,47.44,597.27,2024-10-28,3
523,555,82,40.51,56.3,2280.71,2024-08-28,4
524,704,24,48.8,46.74,2280.91,2024-07-20,5
525,355,6,22.9,45.51,1042.18,2024-12-06,5
526,2,75,40.3,37.84,1524.95,2024-12-03,2
527,398,35,38.74,42.88,1661.17,2024-07-07,5
528,811,9,2.34,34.41,80.52,2024-12-27,5
529,11,87,30.4,57.02,1733.41,2024-08-21,4
530,584,53,5.41,53.6,289.98,2024-06-21,1
531,303,9,2.29,46.76,107.08,2024-10-11,4
532,335,84,3.55,52.35,185.84,2024-04-08,5
533,717,72,15.4,54.38,837.45,2025-03-09,2
534,547,27,20.84,46.7,973.23,2024-09-13,4
535,837,63,48.94,43.85,2146.02,2024-09-05,1
536,553,61,7.22,57.64,416.16,2024-10-07,4
537,702,72,27.3,47.55,1298.12,2024-08-07,2
538,95,29,45.75,62.36,2852.97,2024-07-03,2
539,103,23,19.17,46.7,895.24,2025-01-21,5
540,619,77,32.65,53.13,1734.69,2024-07-27,5
541,35,43,39.8,48.06,1912.79,2024-06-29,1
542,896,28,44.71,41.61,1860.38,2024-04-07,5
543,158,68,27.19,55.09,1497.9,2025-03-02,5
544,722,100,39.55,54.67,2162.2,2024-09-17,3
545,327,81,35.31,51.72,1826.23,2024-07-02,3
546,364,76,33.29,62.72,2087.95,2024-11-09,1
547,270,90,31.35,41.47,1300.08,2024-05-09,1
548,204,55,24.0,43.39,1041.36,2024-05-02,3
549,446,86,14.08,50.97,717.66,2024-09-15,3
550,873,54,38.41,37.95,1457.66,2024-11-01,1
551,849,91,13.58,45.57,618.84,2025-02-11,3
552,555,42,42.77,41.7,1783.51,2024-09-15,1
553,664,37,48.5,44.5,2158.25,2024-06-30,5
554,630,46,16.79,61.53,1033.09,2024-12-16,4
555,874,52,5.36,34.65,185.72,2024-07-31,3
556,686,75,16.47,42.37,697.83,2024-10-25,5
557,898,94,44.04,58.14,2560.49,2024-12-28,5
558,151,11,20.72,59.9,1241.13,2024-06-18,3
559,997,49,5.88,46.06,270.83,2024-09-18,1
560,808,26,14.09,55.27,778.75,2024-05-24,2
561,175,21,28.89,60.91,1759.69,2024-09-01,5
562,6,98,39.2,45.88,1798.5,2024-08-13,4
563,599,30,29.86,48.28,1441.64,2025-03-27,1
564,637,8,34.31,57.84,1984.49,2025-02-15,4
565,527,13,5.45,56.19,306.24,2025-03-24,3
566,609,21,36.89,59.67,2201.23,2024-05-23,2
567,946,17,7.1,60.46,429.27,2025-03-22,5
568,618,100,46.04,47.8,2200.71,2024-12-08,4
569,198,3,35.7,46.62,1664.33,2024-10-18,2
570,385,6,20.02,47.17,944.34,2024-10-07,3
571,733,12,5.57,51.09,284.57,2025-02-08,4
572,978,55,43.8,40.06,1754.63,2024-12-12,3
573,648,95,6.48,51.09,331.06,2024-12-21,2
574,956,91,2.11,56.85,119.95,2025-03-07,3
575,186,55,36.25,44.49,1612.76,2024-10-04,4
576,631,74,14.88,52.24,777.33,2024-04-29,1
577,459,41,39.33,58.01,2281.53,2024-12-20,4
578,476,93,35.31,49.82,1759.14,2024-06-14,2
579,104,83,24.74,40.62,1004.94,2024-04-13,5
580,748,3,12.12,56.74,687.69,2024-09-08,3
581,601,28,47.25,54.36,2568.51,2024-05-08,5
582,573,75,3.66,38.21,139.85,2024-05-01,4
583,150,27,35.48,49.86,1769.03,2025-03-23,1
584,236,82,36.3,53.48,1941.32,2024-11-18,2
585,319,78,7.99,56.61,452.31,2025-03-17,3
586,339,60,5.8,38.31,222.2,2024-04-19,5
587,925,77,25.65,62.23,1596.2,2024-10-01,4
588,26,81,2.16,50.11,108.24,2024-09-20,5
589,864,7,11.26,35.26,397.03,2024-12-14,1
590,429,43,48.6,43.01,2090.29,2024-11-23,3
591,615,7,16.72,44.78,748.72,2024-07-05,1
592,193,19,32.42,53.56,1736.42,2024-08-29,2
593,822,53,42.87,56.99,2443.16,2024-04-29,1
594,466,85,15.45,44.7,690.62,2024-08-14,1
595,825,81,42.54,46.7,1986.62,2024-09-13,2
596,696,100,25.24,58.34,1472.5,2024-12-24,2
597,512,69,3.15,45.61,143.67,2024-04-09,5
598,71,26,46.1,59.73,2753.55,2025-01-30,2
599,286,54,13.53,42.88,580.17,2024-07-07,3
600,812,50,38.94,44.35,1726.99,2025-02-05,1
601,402,82,9.69,57.71,559.21,2024-04-10,3
602,880,68,43.52,55.74,2425.8,2024-07-08,2
603,737,26,29.36,45.57,1337.94,2025-02-11,3
604,17,63,39.02,36.21,1412.91,2024-04-28,2
605,881,96,30.39,44.01,1337.46,2024-05-14,4
606,843,25,49.46,60.89,3011.62,2024-10-09,2
607,691,77,3.0,45.29,135.87,2024-05-17,2
608,55,13,40.1,48.71,1953.27,2024-07-27,5
609,878,40,27.47,56.41,1549.58,2024-07-28,3
610,185,70,49.77,51.12,2544.24,2024-04-04,1
611,645,84,35.97,49.82,1792.03,2024-09-29,4
612,466,36,29.34,45.88,1346.12,2024-08-13,3
613,342,81,43.95,61.47,2701.61,2024-10-03,4
614,302,25,9.96,54.67,544.51,2024-09-17,2
615,704,8,11.13,55.41,616.71,2024-07-11,4
616,304,2,5.74,34.4,197.46,2024-05-05,1
617,189,55,19.9,45.97,914.8,2025-03-24,1
618,574,53,30.11,57.55,1732.83,2024-12-15,1
619,867,92,44.12,45.98,2028.64,2024-05-25,3
620,322,6,33.6,44.35,1490.16,2025-02-05,5
621,233,96,39.5,45.88,1812.26,2024-08-13,1
622,105,69,11.35,57.34,650.81,2024-04-25,3
623,498,96,44.48,44.2,1966.02,2024-08-01,5
624,50,38,14.56,35.86,522.12,2024-09-24,3
625,315,59,18.11,40.24,728.75,2024-04-17,2
626,775,29,9.54,50.56,482.34,2024-05-06,5
627,367,87,36.02,57.86,2084.12,2024-04-12,2
628,307,35,38.99,33.97,1324.49,2024-05-17,2
629,471,76,6.65,51.23,340.68,2024-05-12,5
630,280,79,30.92,46.98,1452.62,2024-04-01,3
631,766,84,40.73,56.3,2293.1,2024-09-18,2
632,331,29,39.19,50.61,1983.41,2024-11-01,2
633,679,13,21.36,52.11,1113.07,2025-03-07,3
634,394,42,37.27,41.57,1549.31,2025-01-03,3
635,311,18,10.96,38.34,420.21,2024-04-04,3
636,724,58,24.95,37.58,937.62,2025-01-22,5
637,156,90,11.55,39.06,451.14,2024-07-13,4
638,8,56,19.96,55.42,1106.18,2025-01-03,1
639,310,78,8.59,52.42,450.29,2024-06-29,5
640,122,47,47.21,49.61,2342.09,2024-05-27,5
641,489,29,47.8,59.61,2849.36,2024-08-14,1
642,122,46,41.28,51.95,2144.5,2024-12-07,1
643,682,24,14.78,53.13,785.26,2025-03-06,4
644,561,43,38.83,45.45,1764.82,2025-03-19,1
645,868,28,8.61,42.92,369.54,2024-10-05,3
646,727,16,17.61,59.9,1054.84,2024-10-30,5
647,113,53,26.06,59.11,1540.41,2024-08-06,4
648,803,43,36.48,50.66,1848.08,2024-05-24,2
649,632,76,49.32,57.8,2850.7,2025-02-26,5
650,228,97,46.47,56.45,2623.23,2024-04-26,4
651,656,42,49.56,35.03,1736.09,2024-09-13,2
652,1000,1,1.74,36.94,64.28,2024-10-29,4
653,803,61,14.36,51.17,734.8,2024-09-06,4
654,322,19,27.91,47.62,1329.07,2024-12-07,5
655,21,54,44.84,44.93,2014.66,2024-06-18,5
656,447,35,17.29,44.51,769.58,2024-11-08,3
657,402,81,24.67,48.02,1184.65,2025-02-06,5
658,177,2,12.69,33.96,430.95,2024-12-22,4
659,368,9,4.15,36.24,150.4,2024-10-13,1
660,723,67,33.88,44.41,1504.61,2024-11-20,3
661,736,13,18.87,41.5,783.1,2024-12-22,5
662,355,99,34.0,46.86,1593.24,2024-04-04,4
663,637,48,20.19,38.26,772.47,2025-02-03,4
664,196,83,2.33,37.24,86.77,2024-05-15,2
665,805,58,44.74,40.72,1821.81,2024-06-15,4
666,103,77,5.93,53.86,319.39,2025-03-31,3
667,203,75,26.91,45.17,1215.52,2024-09-25,5
668,709,40,6.28,56.01,351.74,2024-10-24,2
669,225,51,2.98,53.6,159.73,2024-09-05,3
670,763,33,21.73,45.59,990.67,2024-05-18,4
671,708,98,27.55,53.76,1481.09,2024-12-13,5
672,202,56,42.23,55.41,2339.96,2024-07-11,4
673,30,2,25.56,46.6,1191.1,2024-10-21,1
674,269,27,32.76,53.86,1764.45,2025-03-31,4
675,986,20,41.75,45.57,1902.55,2025-02-11,2
676,191,14,26.35,45.29,1193.39,2024-05-17,1
677,371,41,44.59,45.27,2018.59,2024-12-22,5
678,177,31,27.88,60.71,1692.59,2024-06-26,1
679,765,46,5.52,59.74,329.76,2024-04-23,3
680,661,21,32.01,54.31,1738.46,2024-06-15,1
681,916,59,47.11,45.12,2125.6,2024-11-05,2
682,669,20,34.62,53.46,1850.79,2024-12-18,4
683,377,94,7.41,45.74,338.93,2024-10-16,1
684,463,8,41.59,61.59,2561.53,2025-04-01,5
685,78,1,43.48,38.17,1659.63,2024-05-26,1
686,790,22,18.07,60.69,1096.67,2024-04-24,3
687,835,33,44.26,58.87,2605.59,2024-05-13,4
688,408,42,25.38,43.46,1103.01,2025-03-06,5
689,622,38,42.17,38.13,1607.94,2024-08-10,1
690,234,10,21.47,54.84,1177.41,2024-11-22,1
691,920,29,42.27,54.89,2320.2,2025-02-20,4
692,296,12,37.16,49.76,1849.08,2024-04-09,1
693,123,60,6.43,46.19,297.0,2024-04-26,2
694,863,83,4.23,33.97,143.69,2024-05-17,1
695,712,3,10.43,47.74,497.93,2024-07-13,4
696,53,92,14.99,38.91,583.26,2024-08-07,3
697,135,40,33.81,57.27,1936.3,2024-11-13,3
698,989,10,2.59,49.76,128.88,2024-04-09,3
699,319,11,25.48,55.41,1411.85,2024-07-11,4
700,786,98,7.08,44.13,312.44,2024-07-06,1
701,775,22,6.36,59.56,378.8,2024-10-31,5
702,732,13,1.29,49.02,63.24,2024-11-18,1
703,155,73,24.87,55.62,1383.27,2024-12-06,3
704,109,34,18.15,45.55,826.73,2025-02-07,5
705,495,90,22.09,36.01,795.46,2025-02-06,3
706,951,24,25.68,43.82,1125.3,2024-09-24,5
707,249,13,37.64,42.4,1595.94,2024-11-03,5
708,497,82,15.3,54.15,828.5,2024-04-13,4
709,149,93,3.63,60.64,220.12,2025-01-29,4
710,820,37,39.81,37.76,1503.23,2024-05-22,5
711,544,3,21.63,56.01,1211.5,2024-10-24,4
712,60,17,29.82,48.49,1445.97,2025-01-09,3
713,956,2,38.02,36.16,1374.8,2024-08-01,5
714,715,70,3.14,51.16,160.64,2024-07-26,1
715,74,8,24.25,56.02,1358.48,2024-09-27,4
716,907,72,36.23,43.56,1578.18,2024-11-07,2
717,138,2,22.23,45.58,1013.24,2025-03-25,2
718,772,89,40.89,59.14,2418.23,2025-02-05,5
719,862,84,18.45,50.69,935.23,2024-05-09,5
720,320,61,43.1,46.35,1997.69,2024-05-06,1
721,331,6,37.6,45.17,1698.39,2024-09-25,2
722,184,71,35.61,46.06,1640.2,2024-09-18,2
723,200,8,22.95,51.08,1172.29,2024-04-19,3
724,506,29,16.57,55.37,917.48,2024-04-02,2
725,410,87,44.64,59.31,2647.6,2024-10-04,1
726,106,62,15.05,36.5,549.33,2024-11-17,2
727,111,22,19.34,62.97,1217.84,2025-02-16,4
728,812,65,30.29,52.07,1577.2,2025-03-04,1
729,56,32,33.46,46.62,1559.91,2025-03-28,4
730,46,82,2.16,52.26,112.88,2024-12-26,2
731,953,26,49.53,48.6,2407.16,2024-07-21,3
732,413,9,23.3,33.99,791.97,2024-11-28,2
733,7,57,33.28,53.42,1777.82,2025-01-06,3
734,940,50,8.29,35.42,293.63,2024-05-10,2
735,383,81,25.3,60.91,1541.02,2024-09-01,2
736,816,34,25.85,57.85,1495.42,2024-05-02,4
737,829,74,23.87,53.75,1283.01,2025-02-24,5
738,561,19,38.68,44.0,1701.92,2024-08-16,4
739,511,54,40.02,43.77,1751.68,2025-01-28,4
740,633,50,35.86,45.51,1631.99,2024-04-24,4
741,214,36,22.78,45.46,1035.58,2024-06-12,1
742,79,79,13.82,56.74,784.15,2024-09-08,5
743,758,74,39.97,57.56,2300.67,2024-09-19,5
744,103,63,34.91,43.11,1504.97,2024-10-14,3
745,756,37,5.25,42.04,220.71,2025-03-11,2
746,84,69,11.2,56.31,630.67,2024-06-23,3
747,864,72,31.82,48.06,1529.27,2024-06-29,1
748,470,1,2.87,44.35,127.28,2025-02-05,1
749,103,83,43.43,46.08,2001.25,2024-06-23,1
750,830,55,14.13,37.99,536.8,2025-01-18,3
751,628,44,29.78,62.79,1869.89,2024-09-19,4
752,285,2,13.26,39.34,521.65,2025-01-26,2
753,622,9,48.81,43.43,2119.82,2024-11-24,1
754,976,68,36.69,51.08,1874.13,2024-04-19,5
755,258,71,34.56,45.97,1588.72,2025-03-24,3
756,370,5,10.84,45.65,494.85,2024-09-22,5
757,635,64,8.12,57.84,469.66,2025-02-15,5
758,730,56,16.84,58.87,991.37,2024-05-13,1
759,891,38,13.41,37.58,503.95,2025-01-22,3
760,290,47,18.81,42.04,790.77,2024-05-05,2
761,803,92,45.21,39.85,1801.62,2024-07-27,4
762,498,82,30.21,46.73,1411.71,2024-12-30,2
763,630,99,17.11,56.4,965.0,2024-12-16,4
764,440,47,19.22,54.68,1050.95,2024-05-11,1
765,516,37,17.12,43.8,749.86,2024-08-15,2
766,70,63,43.53,43.71,1902.7,2025-01-06,1
767,197,53,15.53,46.26,718.42,2025-03-03,5
768,217,92,41.83,36.18,1513.41,2025-02-09,1
769,185,36,44.9,51.34,2305.17,2024-09-27,1
770,623,55,29.12,39.2,1141.5,2024-12-26,4
771,798,81,10.5,49.78,522.69,2024-09-12,1
772,602,41,7.76,62.97,488.65,2025-02-16,3
773,284,53,5.88,54.12,318.23,2024-05-27,1
774,833,36,19.24,57.27,1101.87,2024-11-12,2
775,400,47,19.89,51.34,1021.15,2024-09-27,5
776,457,2,38.05,38.34,1458.84,2024-04-04,2
777,342,85,27.4,39.48,1081.75,2024-08-22,5
778,756,75,24.17,42.04,1016.11,2025-03-11,2
779,519,19,5.36,45.31,242.86,2024-06-10,4
780,586,44,24.88,58.75,1461.7,2025-03-20,4
781,664,27,42.08,49.43,2080.01,2024-06-10,1
782,46,93,37.57,45.53,1710.56,2024-08-05,1
783,344,6,45.17,35.19,1589.53,2024-11-23,1
784,776,42,33.05,39.92,1319.36,2024-08-23,2
785,387,69,2.41,45.68,110.09,2024-06-14,3
786,213,70,46.82,49.42,2313.84,2025-03-29,4
787,215,14,15.66,47.09,737.43,2024-09-04,3
788,366,15,41.69,43.35,1807.26,2025-02-26,5
789,987,62,35.99,35.64,1282.68,2024-11-07,4
790,948,36,4.43,55.8,247.19,2024-07-12,4
791,887,2,8.16,47.17,384.91,2024-10-07,4
792,255,44,36.01,51.09,1839.75,2024-12-21,4
793,580,60,35.47,34.52,1224.42,2024-08-27,3
794,491,74,43.9,45.77,2009.3,2024-04-14,3
795,565,67,42.21,51.34,2167.06,2024-09-27,2
796,854,33,2.43,57.64,140.07,2025-01-07,2
797,523,86,23.61,54.15,1278.48,2024-07-24,3
798,52,78,42.81,61.1,2615.69,2024-04-16,3
799,118,26,6.27,46.52,291.68,2024-04-03,2
800,803,13,15.7,53.17,834.77,2024-12-20,1
801,104,72,35.91,42.17,1514.32,2024-06-02,1
802,677,55,42.89,40.72,1746.48,2024-06-15,5
803,939,100,2.54,59.31,150.65,2024-10-04,5
804,104,8,9.45,62.35,589.21,2024-10-11,3
805,68,8,15.77,58.97,929.96,2024-12-04,5
806,465,25,19.55,59.36,1160.49,2024-11-08,1
807,501,93,24.99,55.27,1381.2,2024-05-24,2
808,198,59,14.76,43.76,645.9,2025-01-13,2
809,103,34,48.66,50.49,2456.84,2024-11-14,5
810,702,28,42.92,44.01,1888.91,2024-05-14,3
811,334,72,26.99,53.03,1431.28,2024-05-02,1
812,342,14,25.61,58.75,1504.59,2025-03-20,4
813,932,98,2.69,57.06,153.49,2024-10-08,4
814,434,14,20.48,57.1,1169.41,2024-04-08,2
815,922,100,23.52,47.22,1110.61,2024-05-10,5
816,377,47,47.42,56.45,2676.86,2024-04-26,1
817,347,85,2.22,44.06,97.81,2025-03-20,2
818,543,25,40.27,62.25,2506.81,2024-10-08,3
819,231,99,40.64,56.97,2315.26,2024-08-08,5
820,915,20,47.19,61.31,2893.22,2024-05-25,4
821,839,26,32.24,60.98,1966.0,2024-06-11,3
822,82,88,46.55,45.51,2118.49,2024-10-20,2
823,578,34,27.45,51.26,1407.09,2024-04-01,4
824,483,32,39.7,47.47,1884.56,2024-09-21,3
825,758,99,20.66,50.66,1046.64,2024-05-24,5
826,112,12,15.24,50.36,767.49,2024-05-22,1
827,668,65,35.99,61.88,2227.06,2024-06-05,4
828,116,99,19.63,55.71,1093.59,2025-03-25,1
829,366,60,3.36,38.17,128.25,2024-05-26,3
830,304,46,27.57,58.28,1606.78,2025-01-06,4
831,8,91,9.9,48.02,475.4,2025-02-06,5
832,177,47,13.24,46.84,620.16,2024-08-12,1
833,7,25,47.41,57.65,2733.19,2024-08-17,2
834,552,54,43.08,43.75,1884.75,2024-12-24,5
835,794,59,5.7,35.05,199.78,2025-02-01,3
836,237,24,16.36,46.36,758.45,2025-02-28,3
837,893,84,19.46,45.51,885.62,2024-10-20,5
838,738,28,7.73,44.3,342.44,2024-10-13,3
839,17,8,3.41,62.14,211.9,2024-08-08,1
840,811,58,39.56,35.26,1394.89,2024-12-14,3
841,867,91,5.77,50.85,293.4,2024-05-21,2
842,103,1,13.59,38.78,527.02,2024-06-16,1
843,659,70,39.37,59.87,2357.08,2025-03-15,2
844,354,11,5.16,46.95,242.26,2024-06-17,4
845,504,7,19.59,43.43,850.79,2024-11-24,4
846,956,75,40.73,38.15,1553.85,2025-03-28,5
847,845,77,20.19,61.95,1250.77,2024-07-09,3
848,571,67,44.08,53.13,2341.97,2025-03-06,3
849,103,86,2.29,44.03,100.83,2024-04-27,3
850,272,64,23.24,47.8,1110.87,2024-12-08,3
851,598,36,32.69,46.16,1508.97,2024-05-22,5
852,916,31,7.35,49.43,363.31,2024-06-10,2
853,573,6,35.97,37.06,1333.05,2025-03-29,4
854,862,27,44.36,61.43,2725.03,2024-06-23,2
855,599,97,46.08,53.03,2443.62,2024-05-02,3
856,792,21,2.21,56.61,125.11,2025-03-17,1
857,879,61,4.45,53.91,239.9,2024-05-20,3
858,791,75,39.44,41.9,1652.54,2024-08-31,3
859,486,65,2.45,58.59,143.55,2024-11-21,1
860,477,21,12.75,48.49,618.25,2025-01-09,1
861,205,31,32.05,58.61,1878.45,2024-07-15,3
862,595,16,11.91,57.17,680.89,2024-07-07,3
863,216,18,12.45,43.85,545.93,2024-09-05,5
864,967,20,47.94,49.9,2392.21,2024-09-16,2
865,683,86,21.84,41.59,908.33,2025-01-14,5
866,211,91,41.29,61.88,2555.03,2024-06-05,4
867,623,14,35.77,51.09,1827.49,2025-02-08,5
868,595,45,22.2,62.72,1392.38,2024-11-09,4
869,227,19,9.02,45.51,410.5,2024-10-20,2
870,747,45,36.84,58.4,2151.46,2025-02-12,4
871,732,4,35.8,54.41,1947.88,2024-06-04,2
872,891,8,19.7,57.71,1136.89,2024-04-10,5
873,431,69,18.81,54.59,1026.84,2024-10-31,4
874,295,65,46.83,53.97,2527.42,2025-03-18,1
875,764,53,31.27,59.88,1872.45,2024-08-25,3
876,57,72,24.74,47.55,1176.39,2024-08-07,3
877,837,13,25.12,57.17,1436.11,2024-07-03,1
878,513,3,33.17,54.88,1820.37,2024-08-25,1
879,899,59,25.35,36.94,936.43,2024-10-29,2
880,745,62,31.71,44.23,1402.53,2024-12-04,2
881,876,93,31.14,58.01,1806.43,2024-12-20,5
882,377,80,8.34,52.45,437.43,2025-01-26,1
883,323,57,19.54,53.09,1037.38,2025-03-10,2
884,282,100,42.39,59.34,2515.42,2024-06-30,2
885,838,2,47.33,44.78,2119.44,2024-04-18,2
886,67,79,17.82,53.75,957.82,2025-02-24,1
887,962,42,48.24,36.45,1758.35,2024-07-21,2
888,969,30,24.13,52.34,1262.96,2024-06-20,1
889,746,14,37.21,52.64,1958.73,2025-03-26,4
890,493,74,9.1,46.71,425.06,2024-05-01,2
891,140,78,33.0,62.47,2061.51,2024-11-12,4
892,930,96,23.99,41.4,993.19,2024-10-27,4
893,979,79,49.87,49.36,2461.58,2025-03-31,5
894,1000,33,20.64,60.98,1258.63,2024-06-11,3
895,622,25,7.04,58.34,410.71,2025-01-13,5
896,854,21,15.03,57.65,866.48,2024-10-23,1
897,347,75,47.48,38.78,1841.27,2024-06-16,5
898,954,48,29.66,41.18,1221.4,2025-02-20,2
899,778,71,32.67,47.09,1538.43,2024-09-19,2
900,628,27,48.98,59.14,2896.68,2025-02-05,2
901,308,67,24.38,46.84,1141.96,2024-08-12,2
902,385,27,28.18,45.16,1272.61,2024-10-27,5
903,457,88,10.81,51.45,556.17,2024-05-19,1
904,176,34,35.16,46.82,1646.19,2024-12-29,4
905,925,51,7.87,56.96,448.28,2024-10-21,4
906,324,28,34.07,52.26,1780.5,2024-08-21,1
907,643,47,14.88,56.95,847.42,2024-05-04,1
908,629,52,26.42,45.68,1206.87,2024-09-01,1
909,832,25,19.78,45.86,907.11,2024-05-05,5
910,499,45,25.39,50.11,1272.29,2024-09-20,5
911,973,74,45.04,47.47,2138.05,2024-09-21,5
912,470,32,15.36,54.64,839.27,2024-08-14,4
913,668,61,6.89,52.83,364.0,2025-01-07,1
914,722,99,22.06,54.21,1195.87,2025-02-05,3
915,98,32,24.28,52.38,1271.79,2024-09-14,4
916,798,3,47.01,45.63,2145.07,2024-09-12,3
917,538,81,26.19,58.36,1528.45,2025-01-28,4
918,103,56,7.4,51.08,377.99,2024-04-19,5
919,795,85,1.47,42.37,62.28,2024-10-25,5
920,90,91,5.85,45.91,268.57,2024-06-08,5
921,328,98,21.27,50.97,1084.13,2024-09-15,3
922,204,14,6.78,58.34,395.55,2025-01-13,1
923,484,75,31.98,38.32,1225.47,2024-12-21,1
924,740,94,26.65,47.63,1269.34,2024-08-24,1
925,647,13,21.43,53.12,1138.36,2024-06-13,4
926,403,68,11.93,61.88,738.23,2025-01-05,3
927,347,7,31.65,46.06,1457.8,2024-09-18,1
928,596,10,48.72,57.95,2823.32,2025-03-06,5
929,993,40,40.36,47.73,1926.38,2024-08-04,4
930,339,15,43.86,46.97,2060.1,2024-12-01,4
931,102,87,25.59,59.87,1532.07,2025-03-15,3
932,331,43,49.08,51.09,2507.5,2024-07-08,1
933,305,7,15.13,40.76,616.7,2024-09-29,1
934,256,33,42.55,52.07,2215.58,2024-08-04,3
935,52,41,6.22,59.37,369.28,2024-11-19,3
936,459,88,5.58,53.12,296.41,2024-06-13,3
937,599,2,48.4,42.04,2034.74,2025-03-11,3
938,269,35,22.84,47.09,1075.54,2024-09-19,3
939,998,28,41.83,47.91,2004.08,2024-12-26,1
940,698,69,42.99,49.02,2107.37,2024-11-18,4
941,133,18,8.45,44.15,373.07,2024-05-13,5
942,42,67,37.08,56.3,2087.6,2024-09-18,4
943,275,62,6.81,44.55,303.39,2024-10-02,2
944,130,61,14.57,55.92,814.75,2024-11-11,1
945,204,73,26.6,41.79,1111.61,2024-05-18,4
946,369,60,17.86,43.98,785.48,2024-12-13,2
947,785,36,7.3,54.91,400.84,2024-06-18,3
948,325,47,36.84,54.72,2015.88,2024-04-18,4
949,604,15,4.63,45.3,209.74,2024-07-14,1
950,347,57,14.0,49.46,692.44,2025-02-18,2
951,761,22,31.14,58.34,1816.71,2025-01-13,4
952,37,23,20.19,41.82,844.35,2024-06-06,2
953,415,72,17.21,46.76,804.74,2025-02-03,1
954,737,54,1.44,41.0,59.04,2024-09-17,3
955,441,37,18.77,41.16,772.57,2024-07-04,1
956,294,70,45.31,56.3,2550.95,2024-05-30,1
957,197,9,34.9,43.39,1514.31,2024-05-02,5
958,920,56,48.86,51.72,2527.04,2024-07-02,2
959,554,85,3.01,42.22,127.08,2024-05-30,5
960,574,68,27.24,61.88,1685.61,2025-01-05,1
961,277,99,12.66,54.54,690.48,2024-07-17,4
962,960,57,17.45,53.15,927.47,2024-08-30,1
963,518,78,33.83,55.53,1878.58,2024-10-12,5
964,831,36,49.51,57.04,2824.05,2024-10-01,1
965,114,26,4.58,61.59,282.08,2025-04-01,4
966,29,91,24.29,45.16,1096.94,2024-10-27,1
967,790,77,30.87,46.73,1442.56,2025-02-01,3
968,445,92,26.42,44.51,1175.95,2024-11-08,2
969,563,42,25.1,45.57,1143.81,2024-07-18,5
970,195,87,24.29,53.48,1299.03,2024-11-18,3
971,454,70,36.05,52.11,1878.57,2024-08-26,3
972,754,43,44.61,52.77,2354.07,2024-10-17,2
973,592,9,8.73,44.73,390.49,2025-02-02,2
974,929,22,32.86,53.42,1755.38,2024-12-12,4
975,246,42,37.23,34.31,1277.36,2024-10-16,3
976,349,84,15.18,52.52,797.25,2024-11-27,4
977,520,2,45.6,38.91,1774.3,2024-08-07,3
978,546,60,41.88,41.47,1736.76,2024-05-09,4
979,400,34,4.47,61.0,272.67,2024-11-11,3
980,631,87,24.11,61.1,1473.12,2024-04-16,4
981,561,38,24.6,44.7,1099.62,2024-08-14,2
982,344,97,39.44,47.62,1878.13,2024-12-07,2
983,567,48,8.88,47.14,418.6,2025-01-15,4
984,758,97,39.09,41.93,1639.04,2024-10-16,4
985,614,13,48.09,44.98,2163.09,2025-02-19,5
986,643,66,34.54,35.18,1215.12,2025-02-17,3
987,895,16,40.98,58.4,2393.23,2025-02-12,1
988,344,4,11.45,51.95,594.83,2024-12-07,1
989,329,91,18.98,58.14,1103.5,2024-12-28,4
990,797,40,7.6,43.96,334.1,2025-03-08,5
991,800,29,4.56,53.97,246.1,2025-03-18,5
992,621,30,5.05,42.17,212.96,2024-06-02,3
993,626,7,30.6,36.28,1110.17,2024-12-25,4
994,754,22,31.52,50.26,1584.2,2025-03-21,1
995,771,71,11.55,42.37,489.37,2024-10-25,3
996,604,19,21.5,55.84,1200.56,2024-09-01,1
997,708,44,47.92,56.49,2707.0,2024-10-25,5
998,803,68,4.04,59.87,241.87,2025-03-15,5
999,98,61,47.49,46.86,2225.38,2024-04-04,2
1000,171,34,7.87,59.63,469.29,2024-10-22,5
1001,719,31,40.81,53.09,2166.6,2024-09-02,3
1002,229,57,25.91,42.56,1102.73,2024-08-11,1
1003,629,79,1.67,48.63,81.21,2025-02-23,5
1004,978,77,1.54,50.58,77.89,2025-02-28,2
1005,544,73,13.04,43.34,565.15,2024-11-16,2
1006,878,23,38.6,53.09,2049.27,2025-03-10,3
1007,347,91,32.99,56.61,1867.56,2025-03-17,1
